"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.953148157197926","1.1219347918841","0.979708649883687","0.50061674164681","0.2607576976064","0.307585879720366","0.212837724343537","0.26510097740077","0.25699696598003","0.222393765567722","0.241488529308382","0.2242681798626","0.169107843685739","0.166009215454106","0.162714092753114","0.169592775738328","0.149246208500023","0.152183175479726","0.156010773098053","0.144756327190835","0.135253247978185","0.147359342172882","0.158920811592271","0.149046174196446","0.150884289181854","0.142558368754764","0.136136131611019","0.134044325213688","0.133293799746241","0.133729529737412","0.155090023124568","0.159211726630268","0.137255202467131","0.134313183721914","",
"American Samoa","ASM","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.123167049569708","0.121058462251375","0.120472726419615","0.111526917482626","0.113880329505934","0.124628720845653","0.11595350806967","0.116327461315714","0.113719639347405","0.111096764606583","0.0707484549834635","0.0724225157387361","0.0811142387201481","0.0834145362621151","0.080121916760286","0.0780173308837835","0.0787988749972301","0.0788949155590799","0.0849445017523518","0.111334535228701","0.126388328763335","0.098224149900061","0.101243171622028","0.116811500784679","0.123202994031554","0.126387262955415","0.13136206203327","0.112571570551273","0.11230793690677","0.12561307353944","0.125526831965314","0.12836631447256","0.118152032829901","0.121599470941288","",
"Australia","AUS","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.449483461852859","0.454492323602372","0.458021126178602","0.446288283195759","0.437207007988293","0.435703095740908","0.433323968671091","0.429941737857301","0.435937094270846","0.42235319602782","0.413136795092585","0.412418357770919","0.405672266165863","0.392969756858128","0.391204739669683","0.381371337129892","0.377006244205627","0.373088186847313","0.363425435849764","0.361945906183974","0.35841248986843","0.347911785063761","0.33521207227778","0.320650014068848","0.305300430943401","0.301987731135003","0.299721466561179","0.29471346047497","0.285330736319382","0.278347548815478","0.268198498114273","0.257406049170447","0.240640374397103","0.231849955283847","",
"Austria","AUT","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.185121431913001","0.190419594257778","0.172303084063571","0.171556775048659","0.168988835013816","0.172577337573293","0.179167124420817","0.174262417602011","0.169780373420682","0.159140660273554","0.155305285670899","0.164055539198508","0.165823293376911","0.175035256055226","0.17380028930098","0.17157641277113","0.161718749004011","0.15020132775298","0.147654655710363","0.138530588091321","0.147544454854631","0.14023785927596","0.133247687845824","0.134715879507657","0.126630041712106","0.127731042476679","0.125850316520212","0.127272907683917","0.119016142803056","0.119307368802871","0.116327992022676","0.117345186604965","0.103122098628595","0.100020331498161","",
"Azerbaijan","AZE","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72586626902298","0.714179121620892","0.755569444027643","0.861824569967365","0.940467329572965","1.04675999372535","0.866246351016266","0.790461101427001","0.717466241015398","0.668414974047583","0.632421888297412","0.553920438252476","0.501932903574313","0.493368282742458","0.447418347529177","0.370016288377528","0.281521328946076","0.203179457844966","0.204746451177794","0.16253002839765","0.147639476826044","0.165952374612139","0.177869181696732","0.172894483852171","0.175850394208575","0.173013088951463","0.177925255364206","0.176696338711159","0.176791020471369","0.183527252708494","0.183400494224471","0.183607256240336","0.184671808451308","0.197636337259282","",
"Burundi","BDI","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0256924450564174","0.0345433499807647","0.0269328509513549","0.031961420229789","0.0344274571039987","0.0368062596432006","0.0429978189702883","0.043692530199081","0.0440293903467624","0.0457968542563679","0.0460988068480207","0.0359277015771834","0.0324904309518831","0.0272473678803879","0.0309653452299398","0.0258294434199074","0.0309517372405398","0.0478986555144703","0.0271930423758376","0.0263599567375719","0.0361495174766478","0.0453177016528419","0.0418554115654227","0.045103298045959","0.0384955545035294","0.0425509519438816","0.0477845279750112","0.0528933415461073","0.0699863017701894","0.0757297497944335","0.0838370437875499","0.081804819947906","0.0759932698431858","0.0744345893949247","",
"Belgium","BEL","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.278905416410494","0.283161768810407","0.273992214724057","0.272112597626402","0.278221052759268","0.272420097494567","0.279832603917476","0.263276412661875","0.264407094581333","0.246606473117384","0.24150463265286","0.240721361632203","0.222697530673093","0.229483724144976","0.219073678779924","0.209124288234237","0.1988647371358","0.186582295212811","0.187984503716999","0.179947019977394","0.187552102957318","0.167348379275672","0.164614754510301","0.166240627524369","0.152878283216992","0.157833128102495","0.15426820969926","0.149683643806157","0.147510523386577","0.143682789813981","0.139409636220273","0.136929193395399","0.122449895657653","0.113670290136171","",
"Benin","BEN","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.034066586788356","0.0287180184549","0.0303233700365206","0.0290138129163668","0.0288982821217412","0.027697761147543","0.0718989632637845","0.0863237401772555","0.0800270142880798","0.083245877389989","0.0843504949945838","0.0962263048655295","0.106103914273148","0.114888051327931","0.117282724942713","0.126271366768319","0.167333318403993","0.179926744175322","0.170252064544152","0.178513709992997","0.189648720342252","0.179823659427247","0.163414123802608","0.16039104088619","0.165646766415889","0.173203996026928","0.206179033332984","0.197734424261648","0.21103494311172","0.192249040676581","0.197733252935559","0.138973212290688","0.134059594671253","0.122602947577821","",
"Burkina Faso","BFA","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0321565062929231","0.0414904755128329","0.0354266108953859","0.0359142463057714","0.0386214028327636","0.0375254739277289","0.0374660460614397","0.0563164463232771","0.0495331658974457","0.0476952065091385","0.0515832893568741","0.0558050844025786","0.0567694452567419","0.0585139582553555","0.0499910959554076","0.0490539236922103","0.0470109239185962","0.0634975973510596","0.0702195393572643","0.066017291176161","0.0649693473073713","0.069129644735801","0.0759398303842435","0.0845096247479061","0.0726598421405715","0.0989390658706197","0.093203576917743","0.100396211441862","0.104984599747167","0.110077007203771","0.10793070332449","0.108470244816416","0.110683973726356","0.104971616370532","",
"Bangladesh","BGD","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0639044416827023","0.0588339180152275","0.0623957862517815","0.0642086442621129","0.0656253799427188","0.0755307217425756","0.0732817318718557","0.0760761663962142","0.0739082671711676","0.075372363032057","0.0738988038107583","0.0850734760309165","0.0862289942985329","0.0862650105561683","0.0863437608261214","0.0863324287905072","0.087161783675409","0.0865168732144239","0.0906339892631616","0.0926670592442684","0.0967587743419642","0.09766955837615","0.0981021469481422","0.0954587190090775","0.0957162852346369","0.100137593159496","0.102839125391303","0.103717136662072","0.100910070486747","0.0958342615612403","0.0878247125641899","0.0935275215861091","0.092863238438698","0.0882993511376102","",
"Bulgaria","BGR","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.614014110343908","0.543870097121709","0.56035259666836","0.576220821630694","0.540606964343751","0.537333435189144","0.513192314905466","0.57493897584757","0.53085317653815","0.510848602688218","0.469498876050428","0.473303708234832","0.421982120411698","0.45040039981941","0.40705533131794","0.38781490181217","0.373803490493771","0.373855477351961","0.333462885909261","0.294255320071727","0.308263406705486","0.334124186020219","0.302174124752746","0.270563648158067","0.285286974597057","0.290721013784071","0.26671815880137","0.271473138144119","0.248359163726022","0.2307009126567","0.211187767368264","0.227174212967236","0.238779446468393","0.186260241120061","",
"Bahrain","BHR","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.55676209379156","0.482705246316256","0.532454127088968","0.510283306169263","0.521006583298219","0.509446737805683","0.507023160454549","0.50630340459121","0.51212953590845","0.493619874735183","0.480830781765632","0.485802213867987","0.491119909273096","0.478109642609216","0.447461284298647","0.491666155810287","0.50287910665873","0.471716532740874","0.47519512708221","0.463201909281973","0.462897278564966","0.456789789247564","0.458455550480215","0.462998462193492","0.460054992695039","0.451135162008134","0.43437900314507","0.417513865803271","0.409941750906673","0.437600289499859","0.465058321915348","0.450886022073331","0.41340425861134","0.410434118196977","",
"Bahamas, The","BHS","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.119021605633714","0.112231297524986","0.100643103250593","0.103131867849775","0.110832253684945","0.122786218192894","0.131490922479731","0.130903866547471","0.143632647476578","0.120465032353507","0.088970259676023","0.0862762097139754","0.0919893950672057","0.0693934832172638","0.0742700675902778","0.0707206184466323","0.0878247778958344","0.103832074246689","0.110187416176139","0.0956451107007822","0.10672413255783","0.0706193498079122","0.0804439381542847","0.0888497872445439","0.0908524997171171","0.088689104576672","0.0997469330605184","0.106435409183486","0.11673081004216","0.135216816634777","0.13726682637329","0.129137822349592","0.116959713565685","0.119676161373568","",
"Bosnia and Herzegovina","BIH","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28901995131162","2.25974437024857","1.78223415823293","1.52912890024845","0.333315699207839","0.306115182483654","0.24850207822449","0.360640925374788","0.391784031912891","0.352585552359272","0.438550375096537","0.422645360253968","0.423294596947182","0.417443228897799","0.41443003139238","0.419090518271559","0.44109724588463","0.439759614698242","0.457806011206254","0.472156688638079","0.480154126637937","0.540894810826957","0.503129287970383","0.489519511932051","0.433504632260103","0.416237239734093","0.454981300206217","0.449786864397363","0.434515258205523","0.396586739493112","0.407782957449599","0.387034347792224","0.367262135973936","0.348729442774266","",
"Belarus","BLR","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.838516577685949","0.817408142959353","0.817021062699787","0.763400410540025","0.73699487076803","0.735325703581945","0.726321861811484","0.656759320496909","0.591170040516398","0.551384909658751","0.504118684484431","0.470487606091286","0.449543889544849","0.424841945334618","0.404110881630116","0.374576650109129","0.354386440201032","0.318980183102274","0.307026932489467","0.291567314597798","0.290331578493952","0.261943698551337","0.262873747382721","0.260926781925494","0.254861402211508","0.245116411765845","0.251023388884632","0.249629131964272","0.255422521969794","0.243126635053134","0.231975618953308","0.228290748119433","0.232049481351475","0.212457478695321","",
"Belize","BLZ","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0832212673527433","0.0853572555969752","0.0631505932409746","0.0580123452607269","0.0563391139902814","0.0632093349946902","0.0519116677291976","0.0860691080237531","0.0841938292064477","0.0803910223472009","0.0505903411519356","0.0489853708712626","0.0464438960432589","0.0446710256559478","0.0391232343455236","0.0421573922524434","0.0467463583378929","0.0436664560987454","0.0428765594138934","0.0521158648086909","0.0611712035300875","0.0393246668717787","0.041238354395206","0.0497756978958094","0.0476130859795877","0.0559476924021239","0.0589630842930386","0.065607792968883","0.0564614582627803","0.0589594980658487","0.0558553953064417","0.0531988920476673","0.0516960687044572","0.0543897833607983","",
"Bermuda","BMU","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0550086719817601","0.0514685048868343","0.0406977554213732","0.0440939957642618","0.0434168535915423","0.041817128213394","0.0415512183700184","0.0407943810592091","0.0401997395808072","0.0393917626164334","0.0249124550879227","0.022971570606456","0.025967834574211","0.0259458762377232","0.025639013729415","0.0271128343915142","0.0320037660502521","0.0370517735455753","0.0379879229003898","0.0353150706255765","0.0457435367603072","0.0235841653394018","0.028853309934179","0.032225185612467","0.0459829807621077","0.0386957713279745","0.052639803598751","0.0465155440996301","0.0511077650544953","0.0585286617350925","0.0552983978095229","0.0554766000029537","0.0523069049001532","0.0525701569634836","",
"Bolivia","BOL","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.180128663338463","0.179329921260907","0.190032645485485","0.218017722848421","0.224812023355042","0.194157422606704","0.179847562596533","0.207778112555836","0.197960953706689","0.171964774154741","0.15503812450125","0.147469462348388","0.153531486695351","0.159207175512684","0.160141863097233","0.161223111893234","0.166915412460791","0.177613360660433","0.179148850519338","0.184329330392675","0.191686005070796","0.198245189201906","0.199679066519337","0.198584665725957","0.202485174803145","0.197970826720753","0.203283713754612","0.198909915959442","0.192428794349766","0.188589505941433","0.174358879552702","0.193257613697067","0.194457296349147","0.197516599162055","",
"Brazil","BRA","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.120421499853937","0.123590843705483","0.126079585568402","0.125517788341266","0.123056270223346","0.127743880566022","0.134198658323953","0.137841681379676","0.141379165483089","0.143869169155783","0.14336088200677","0.142170842862358","0.137996507472661","0.134517858372439","0.134085670167757","0.13132856482313","0.12784841804966","0.126793221041201","0.126679675082265","0.118467623531031","0.125695989655182","0.127415086072824","0.134243500068097","0.137000542362333","0.142290705947936","0.139807023087057","0.134723234799896","0.136290759943634","0.127476679468832","0.125232350642274","0.123748953114842","0.133585609944493","0.122734498229367","0.119027223427156","",
"Barbados","BRB","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.140231464546448","0.139166636386235","0.143419657762547","0.135408547113388","0.129243728984883","0.12971148390118","0.121985215820234","0.138336176274777","0.146727708258285","0.153130562416341","0.119122308386504","0.117260723817206","0.124798945032665","0.128483402489293","0.125424455191215","0.123459307911112","0.125827493081125","0.118467346973041","0.138805312599511","0.147355241810011","0.154792101004185","0.129129643556393","0.12270880252055","0.140778410194617","0.128555667041498","0.139824537050602","0.147527535076155","0.129968518153188","0.142439821225013","0.159725210170239","0.151381530776164","0.171112417506756","0.145714839086479","0.146690408569015","",
"Brunei Darussalam","BRN","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.142543438320823","0.158145082307363","0.178261345706501","0.181054454602417","0.182024751204125","0.190059941666389","0.199719492597063","0.199908604434295","0.189194769097158","0.189842725168457","0.185495418720383","0.176404996476206","0.160891517961683","0.180329542570808","0.175009967445635","0.167760763299464","0.231058375079455","0.22808056548604","0.258316756258034","0.237105525925341","0.212321428006399","0.218020479612212","0.209484699380204","0.218713321862027","0.233487048380192","0.212965939486324","0.23421335057217","0.23032863563597","0.234849435796527","0.214084583940881","0.275730870753541","0.275732125295004","0.271734561433398","0.276314768254782","",
"Bhutan","BTN","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0901365134629544","0.0941019156477483","0.0891033065269399","0.0935014027541362","0.115411164960355","0.134201576442525","0.141887822587724","0.142330188719978","0.140677522218456","0.131881009807078","0.129025819137155","0.128334654101616","0.125902383005476","0.11906390871447","0.113436875434351","0.114350423112782","0.113672443764616","0.100458310604223","0.0968621414243676","0.125911462391772","0.127861920813266","0.144735674741029","0.131134540083464","0.135217082711434","0.130342908741255","0.142064074366856","0.142467029965415","0.15185537817129","0.170514940604654","0.176434802935471","0.173783333292938","0.1792070974503","0.175462794973754","0.17250425727728","",
"Botswana","BWA","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.205472455706163","0.189124136256794","0.223612643476538","0.216398874752822","0.200209769762336","0.194576292657597","0.165727832717633","0.163331606611601","0.19353825776452","0.185962855436744","0.18533612593283","0.178383029064472","0.177512742760547","0.168042752188521","0.160370991430784","0.166146717716316","0.144864601135633","0.145987600246546","0.144155020492901","0.153522289254145","0.114095803505708","0.126749271763164","0.111360567670642","0.157303859132253","0.192685306471857","0.201119295638572","0.178683524405318","0.189225143928085","0.200225800200268","0.173763144113695","0.157982932115862","0.152937365891297","0.160067863589737","0.15811642622713","",
"Central African Republic","CAF","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0373528685999047","0.049473838734718","0.0427155373846368","0.04634921755647","0.0463202237690886","0.0443957179929619","0.0503267630088283","0.0478158733362891","0.0465366223300197","0.0462466984514406","0.0541279265046985","0.0544203027616629","0.0537008903402693","0.0536157061820641","0.0494257836423063","0.0483500316968785","0.0493415942708588","0.0466973132493047","0.0344248772336291","0.0308682245781562","0.0302091248196348","0.0316785855954528","0.0307868723980928","0.0325625875896714","0.0349974763919859","0.0479033472320811","0.0492274747444571","0.049004097454877","0.0490175668638846","0.0514821396328323","0.053053348417238","0.0534556122108795","0.0608752425101916","0.0631251488460983","",
"Canada","CAN","Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","EN.GHG.CO2.RT.GDP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.393000128783667","0.395968038472276","0.403998780892757","0.392963614668404","0.390567389212007","0.390255405573335","0.394998831009597","0.39098261192525","0.382431954246424","0.370523849439058","0.365645362660756","0.353142046092566","0.355513643988785","0.361592929962393","0.342214819036811","0.344226849702616","0.331019579520563","0.335952400169129","0.32174528502694","0.312511160686775","0.314219316124922","0.312412630165826","0.302426283837398","0.299707220733943","0.293988341158102","0.290402564231371","0.286790837867813","0.286646858834569","0.288691886137791","0.280327145217938","0.265753152343554","0.257687370462818","0.253357892876013","0.249408857761121","",
