,gl,eu,cbam
SVK_PROleg,0.00020038064567744988,0.00020038064567744988,0.00040076129135563837
SVK_PUB+,0.0,0.0,0.0
SVK_RES+,-0.0004953091202029907,-0.0004953091202029907,-0.0004953091202029907
SVK_TRAinl,-0.0019384198160941038,-0.001550735852875426,0.0034891556689691725
SVK_TRAwar,0.0,0.0,0.0
SVK_TRDmot,-0.31502895754610244,0.31173924690042265,-0.005639503964027116
SVN_ADM+,0.0,0.0,0.0
SVN_CNS+,5.421893798701991,0.05571085582086691,0.5113123462203281
SVN_ENRele,-0.0003016918498914814,0.0,0.0
SVN_EXT+,0.0,0.0,0.0
SVN_FD+,0.0,0.0,0.0
SVN_MANfmp,2.631378965614394,0.04862429256756451,0.2690770875417198
SVN_MANfoo,0.0,0.0,0.0
SVN_MANmet,1.233890181600139,-0.10664073907625131,-0.09594323546985642
SVN_MANmot,-1.136420654464943,0.08995251588608319,0.08995251588608319
SVN_MANwoo,0.0,0.0,0.0
SVN_PROleg,4.129293434957982,0.04299079880886704,0.3930846456490053
SVN_TRAinl,-1.9091958467387595,-0.02114708599086482,-0.18218382415145923
SVN_TRAwar,0.0,0.0,0.0
SVN_TRDmot,-1.5008119761461616,0.03283144126847577,0.024906610617466872
SWE_ADM+,-0.0010274885624180653,0.0010274885624180653,0.0010274885624180653
SWE_AGRfor,0.04508322818257724,0.0011270807045640804,0.0
SWE_CNS+,-0.08519182576855076,-0.000546568599883804,0.0020405227728994544
SWE_COMpub,0.0,0.0,0.0
SWE_ENRoil,0.0004344251609081018,-0.0010860629022702482,-0.00021721258045404463
SWE_FD+,0.019331083476860425,0.0,0.0
SWE_HEA+,0.0,0.0,0.0
SWE_MANfmp,-0.28776417199209436,-0.5312569329084823,-0.43718018437260514
SWE_MANfoo,0.0,0.0,0.0
SWE_MANmet,1.5572214346142994,0.002127933089114259,-0.801805187978503
SWE_MANmot,0.8205561530044857,-0.005382300347674153,-0.0009786000632136054
SWE_MANpap,1.1009203056231889,0.12483799508208127,0.07624333927831768
SWE_MANwoo,-1.9949865260284445,0.0053294386269682175,0.10125933391239654
SWE_PROleg,-0.24377619262415354,0.008853358346991963,0.15647796148172002
SWE_PUB+,0.00794725717313584,0.0,0.0
SWE_RES+,-0.1403554337660342,-0.00912392270880787,0.06709088075698337
SWE_TRAinl,0.34918403178443935,-0.280529358868488,-0.34554669812001754
SWE_TRAwar,-1.1687160516718194,-0.15662778768869048,-0.09505116403271437
SWE_TRDmot,0.3413429935900602,-0.04836735451341632,-0.09852278128241122
TUR_ADM+,-0.0025535983403899526,2.6212686964111027,2.619991897240908
TUR_AGRagr,-0.012734027986732684,8.71856449491631,8.714319818920732
TUR_CNS+,-0.4347942567018616,-1.0417231481547746,-1.2307740683926507
TUR_ENRele,0.09590078999723207,2.2499761281008395,2.790918124299132
TUR_ENRoil,0.09931529727724658,-0.00030987612254991016,-0.0003615221429749269
TUR_FD+,-0.002553296241909225,2.6209585923206355,2.619681944199681
TUR_MANfoo,-0.002731803870191413,2.804196672752359,2.802830770817263
TUR_MANmet,0.7055588916098803,-5.365307241853529,-6.654038400336105
TUR_MANpap,-0.007782914676256372,0.04864321672660356,0.04864321672660356
TUR_MANpla,0.0031639242240630813,-2.165178810667177,-2.165178810667177
TUR_MANtex,-0.045294976473254964,0.0022095110474761996,-0.03866644333082738
TUR_MANwoo,0.0,0.0,0.0
TUR_PROleg,0.0,0.0,0.0
TUR_RES+,0.0012503664685797207,3.4381951969781572,3.713901003300072
TUR_TRAinl,0.005227497953848795,0.0025837058852355658,0.0035450848192768608
TUR_TRDmot,0.48513399021530335,3.2122345145853655,3.4280676346002616
TUR_WATwst,0.0005771294090461946,-7.5257674939785915,-8.034795632758431
USA_ADM+,0.023760523668373522,0.8581347748693914,0.8699033101032573
USA_AGRagr,0.0,0.0,0.0
USA_CNS+,-0.42812199053194316,0.13053785450959618,0.5972278475102838
USA_COMpub,-9.440422582605581e-05,0.0,-0.0006608295807851745
USA_EDU+,0.0,0.0,0.0
USA_ENRcoa,-0.3483733497106576,0.01076434507532957,0.19669394183101757
USA_ENRele,0.0026176418047103673,0.0,0.0
USA_ENRgas,0.11852485962299017,0.0064916442549693264,0.16480400092454622
USA_ENRoil,0.019351540633010388,0.201049422505379,0.24331979845036805
USA_FD+,-0.37062304324379697,0.001581156327831989,0.001581156327831989
USA_FINser,-0.41709138635909376,0.14144004779547872,0.8187892417629345
USA_HEA+,-1.578748292203773,0.12592397092577678,1.5547575093320474
USA_MANche,0.7972988957368914,0.0011104441444802604,0.0011104441444802604
USA_MANcom,-0.4441162186121977,-0.2602464465753007,-0.05823279438908918
USA_MANfmp,0.0006215686092207387,-0.0009323529138311797,-0.0009323529138311797
USA_MANfoo,-0.3006707406979573,0.0,0.0
USA_MANmac,0.48347419278421977,0.0,1.7711108476405097
USA_MANmet,-0.5197838154762994,0.00048502377804957096,0.022957792161006074
USA_MANmot,-2.287829412731548,-0.21859755183594595,1.1576172458223377
USA_MANpap,-0.16291319490635034,0.0,-0.0007208548447184717
USA_MANpha,0.11489399165450799,-0.13584524895621278,-0.17132721696716402
USA_MANpla,0.0,0.0,0.0
USA_MANtra,-0.05468411833697167,0.7379241845745307,0.7962206934166781
USA_MANwoo,-132.24329178271765,0.0,0.0
USA_MIN+,-0.8208947219301193,0.010470595942986091,0.8208947219301194
USA_PROleg,-0.7074449078708639,0.007527335453511815,0.2951114297005622
USA_PUB+,-0.8415627592318236,0.26571520011747896,1.03032053537001
USA_RES+,-0.4795536444483618,0.15192962553869618,0.6560324592567067
USA_TRAinl,-0.34795095826446265,0.010766415023654517,0.19673176543222795
USA_TRAwar,0.11217367323612244,0.0,0.0
USA_TRDmot,-3.1512161349575063,-0.2937961029821895,1.5644328387135056
USA_WATwst,0.0,0.0,0.0
